,Custo,Custo,Gap (%),Gap (%),Tempo (s),Tempo (s)
,mean,std,mean,std,mean,std
Método,,,,,,
BB,1635.888888888889,1015.0877356717058,7.762222222222222,3.045138657671346,202.09,298.46219057026303
PLI,1021.6666666666666,1133.1480761577457,0.8522222222222222,1.5013392169807742,0.03222222222222223,0.06379219736334879
